file,language,index,word,start,end,duration_s
doreco_port1286_2017_06_30_Jaklin.wav,it,1,s'occhini,0.031,6.212,6.181
doreco_port1286_2017_06_30_Jaklin.wav,it,2,a,6.652,6.732,0.08000000000000007
doreco_port1286_2017_06_30_Jaklin.wav,it,3,te,6.952,7.052,0.09999999999999964
doreco_port1286_2017_06_30_Jaklin.wav,it,4,con,7.172,7.372,0.20000000000000018
doreco_port1286_2017_06_30_Jaklin.wav,it,5,napia,7.472,8.092,0.6200000000000001
doreco_port1286_2017_06_30_Jaklin.wav,it,6,non,9.333,9.513,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,7,l'ombini,9.533,10.433,0.9000000000000004
doreco_port1286_2017_06_30_Jaklin.wav,it,8,non,10.593,10.773,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,9,puni,10.873,11.393,0.5200000000000014
doreco_port1286_2017_06_30_Jaklin.wav,it,10,a,12.013,12.113,0.09999999999999964
doreco_port1286_2017_06_30_Jaklin.wav,it,11,punenso,12.313,13.173,0.8599999999999994
doreco_port1286_2017_06_30_Jaklin.wav,it,12,un'en,15.474,16.614,1.1400000000000006
doreco_port1286_2017_06_30_Jaklin.wav,it,13,punenti,16.694,17.314,0.620000000000001
doreco_port1286_2017_06_30_Jaklin.wav,it,14,a,17.394,17.514,0.120000000000001
doreco_port1286_2017_06_30_Jaklin.wav,it,15,mi,17.634,17.874,0.23999999999999844
doreco_port1286_2017_06_30_Jaklin.wav,it,16,mu,18.394,18.874,0.4800000000000004
doreco_port1286_2017_06_30_Jaklin.wav,it,17,mu,18.914,19.054,0.13999999999999702
doreco_port1286_2017_06_30_Jaklin.wav,it,18,si,19.174,19.294,0.120000000000001
doreco_port1286_2017_06_30_Jaklin.wav,it,19,li,19.394,19.674,0.28000000000000114
doreco_port1286_2017_06_30_Jaklin.wav,it,20,va,20.234,20.314,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,21,avvenso,20.334,21.175,0.8410000000000011
doreco_port1286_2017_06_30_Jaklin.wav,it,22,senza,21.195,21.675,0.4800000000000004
doreco_port1286_2017_06_30_Jaklin.wav,it,23,n'jappu,21.795,22.495,0.6999999999999993
doreco_port1286_2017_06_30_Jaklin.wav,it,24,clom,23.295,23.595,0.29999999999999716
doreco_port1286_2017_06_30_Jaklin.wav,it,25,di,23.655,23.775,0.11999999999999744
doreco_port1286_2017_06_30_Jaklin.wav,it,26,van,23.835,24.095,0.259999999999998
doreco_port1286_2017_06_30_Jaklin.wav,it,27,zan,24.715,25.235,0.5199999999999996
doreco_port1286_2017_06_30_Jaklin.wav,it,28,van,25.295,25.575,0.2799999999999976
doreco_port1286_2017_06_30_Jaklin.wav,it,29,verre,25.615,25.975,0.360000000000003
doreco_port1286_2017_06_30_Jaklin.wav,it,30,un'sonco,26.115,26.635,0.5200000000000031
doreco_port1286_2017_06_30_Jaklin.wav,it,31,s'anvo,26.696,27.056,0.35999999999999943
doreco_port1286_2017_06_30_Jaklin.wav,it,32,a,27.096,27.236,0.14000000000000057
doreco_port1286_2017_06_30_Jaklin.wav,it,33,vaso,27.276,27.796,0.5199999999999996
doreco_port1286_2017_06_30_Jaklin.wav,it,34,le,28.876,28.956,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,35,van,29.016,29.336,0.3200000000000003
doreco_port1286_2017_06_30_Jaklin.wav,it,36,mi,29.866,29.906,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,37,ringi,29.926,30.026,0.10000000000000142
doreco_port1286_2017_06_30_Jaklin.wav,it,38,salvava,30.066,30.266,0.1999999999999993
doreco_port1286_2017_06_30_Jaklin.wav,it,39,e,30.286,30.306,0.019999999999999574
doreco_port1286_2017_06_30_Jaklin.wav,it,40,e,30.326,30.346,0.019999999999999574
doreco_port1286_2017_06_30_Jaklin.wav,it,41,me,30.386,30.566,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,42,me,30.606,30.726,0.11999999999999744
doreco_port1286_2017_06_30_Jaklin.wav,it,43,me,30.746,30.787,0.04100000000000037
doreco_port1286_2017_06_30_Jaklin.wav,it,44,me,30.807,30.847,0.0400000000000027
doreco_port1286_2017_06_30_Jaklin.wav,it,45,me,30.867,30.907,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,46,me,30.927,30.967,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,47,me,30.987,31.027,0.0400000000000027
doreco_port1286_2017_06_30_Jaklin.wav,it,48,me,31.047,31.087,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,49,me,31.107,31.147,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,50,me,31.167,31.207,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,51,me,31.227,31.267,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,52,me,31.287,31.327,0.0400000000000027
doreco_port1286_2017_06_30_Jaklin.wav,it,53,me,31.347,31.387,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,54,me,31.407,31.447,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,55,l'ondivan,53.737,54.117,0.37999999999999545
doreco_port1286_2017_06_30_Jaklin.wav,it,56,teman,54.137,54.297,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,57,molongbini,54.317,54.537,0.21999999999999886
doreco_port1286_2017_06_30_Jaklin.wav,it,58,cambragam,54.557,54.757,0.19999999999999574
doreco_port1286_2017_06_30_Jaklin.wav,it,59,di,54.777,54.817,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,60,minni,54.837,54.957,0.11999999999999744
doreco_port1286_2017_06_30_Jaklin.wav,it,61,di,54.977,55.017,0.04000000000000625
doreco_port1286_2017_06_30_Jaklin.wav,it,62,bui,55.037,55.117,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,63,di,55.137,55.197,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,64,bui,55.217,55.337,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,65,di,55.437,55.498,0.06099999999999994
doreco_port1286_2017_06_30_Jaklin.wav,it,66,bui,55.538,55.658,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,67,di,55.698,55.878,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,68,bui,55.898,56.038,0.13999999999999346
doreco_port1286_2017_06_30_Jaklin.wav,it,69,di,56.058,56.158,0.10000000000000142
doreco_port1286_2017_06_30_Jaklin.wav,it,70,bui,56.218,56.398,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,71,di,56.418,56.478,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,72,bui,56.518,56.698,0.17999999999999972
doreco_port1286_2017_06_30_Jaklin.wav,it,73,di,56.718,56.758,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,74,bui,57.378,57.458,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,75,di,57.538,57.638,0.10000000000000142
doreco_port1286_2017_06_30_Jaklin.wav,it,76,bui,57.718,57.958,0.23999999999999488
doreco_port1286_2017_06_30_Jaklin.wav,it,77,di,59.099,59.179,0.0800000000000054
doreco_port1286_2017_06_30_Jaklin.wav,it,78,bui,59.239,59.519,0.28000000000000114
doreco_port1286_2017_06_30_Jaklin.wav,it,79,di,59.719,59.759,0.03999999999999915
doreco_port1286_2017_06_30_Jaklin.wav,it,80,bui,59.859,60.019,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,81,di,60.079,60.159,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,82,bui,60.179,60.399,0.21999999999999886
doreco_port1286_2017_06_30_Jaklin.wav,it,83,di,60.419,61.679,1.2600000000000051
doreco_port1286_2017_06_30_Jaklin.wav,it,84,bui,61.739,61.839,0.10000000000000142
doreco_port1286_2017_06_30_Jaklin.wav,it,85,di,61.899,61.959,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,86,bui,62.019,62.119,0.10000000000000142
doreco_port1286_2017_06_30_Jaklin.wav,it,87,di,62.179,62.239,0.05999999999999517
doreco_port1286_2017_06_30_Jaklin.wav,it,88,bui,62.259,62.399,0.14000000000000057
doreco_port1286_2017_06_30_Jaklin.wav,it,89,di,62.419,62.479,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,90,bui,62.519,62.599,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,91,di,62.78,62.9,0.11999999999999744
doreco_port1286_2017_06_30_Jaklin.wav,it,92,bui,63.52,63.62,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,93,di,63.68,63.76,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,94,bui,63.84,64.08,0.23999999999999488
doreco_port1286_2017_06_30_Jaklin.wav,it,95,di,64.12,64.3,0.1799999999999926
doreco_port1286_2017_06_30_Jaklin.wav,it,96,bui,64.32,64.52,0.20000000000000284
doreco_port1286_2017_06_30_Jaklin.wav,it,97,di,64.62,64.7,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,98,bui,64.76,64.94,0.1799999999999926
doreco_port1286_2017_06_30_Jaklin.wav,it,99,di,64.98,65.08,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,100,bui,65.26,65.42,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,101,di,65.46,65.56,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,102,bui,65.72,65.8,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,103,di,65.84,65.9,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,104,bui,65.92,66.08,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,105,di,66.16,66.22,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,106,bui,66.24,66.401,0.16100000000000136
doreco_port1286_2017_06_30_Jaklin.wav,it,107,di,66.421,67.101,0.6799999999999926
doreco_port1286_2017_06_30_Jaklin.wav,it,108,bui,67.141,67.241,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,109,di,67.281,67.321,0.03999999999999204
doreco_port1286_2017_06_30_Jaklin.wav,it,110,bui,67.381,67.461,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,111,di,67.541,67.621,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,112,bui,67.681,67.781,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,113,di,67.821,67.881,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,114,bui,67.901,67.981,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,115,di,68.021,68.121,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,116,bui,68.181,68.341,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,117,di,68.361,68.701,0.3399999999999892
doreco_port1286_2017_06_30_Jaklin.wav,it,118,bui,69.361,69.461,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,119,di,69.541,69.621,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,120,bui,69.681,69.942,0.2609999999999957
doreco_port1286_2017_06_30_Jaklin.wav,it,121,di,71.222,71.382,0.1600000000000108
doreco_port1286_2017_06_30_Jaklin.wav,it,122,bui,71.462,71.622,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,123,di,71.722,71.822,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,124,bui,71.902,72.062,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,125,di,72.082,72.122,0.04000000000000625
doreco_port1286_2017_06_30_Jaklin.wav,it,126,bui,72.242,72.682,0.4399999999999977
doreco_port1286_2017_06_30_Jaklin.wav,it,127,di,72.702,72.742,0.04000000000000625
doreco_port1286_2017_06_30_Jaklin.wav,it,128,bui,73.643,73.923,0.28000000000000114
doreco_port1286_2017_06_30_Jaklin.wav,it,129,di,73.943,74.043,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,130,bui,74.183,74.523,0.3399999999999892
doreco_port1286_2017_06_30_Jaklin.wav,it,131,di,75.883,76.003,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,132,bui,76.123,76.363,0.23999999999999488
doreco_port1286_2017_06_30_Jaklin.wav,it,133,di,76.583,76.643,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,134,bui,76.703,76.783,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,135,di,76.803,76.883,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,136,bui,76.923,77.084,0.16100000000000136
doreco_port1286_2017_06_30_Jaklin.wav,it,137,di,77.124,77.184,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,138,bui,77.284,77.404,0.11999999999999034
doreco_port1286_2017_06_30_Jaklin.wav,it,139,di,77.424,77.504,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,140,bui,77.544,77.704,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,141,di,77.764,77.904,0.14000000000000057
doreco_port1286_2017_06_30_Jaklin.wav,it,142,bui,78.884,79.044,0.1599999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,143,di,79.084,79.124,0.03999999999999204
doreco_port1286_2017_06_30_Jaklin.wav,it,144,bui,79.144,79.344,0.19999999999998863
doreco_port1286_2017_06_30_Jaklin.wav,it,145,di,79.364,79.404,0.03999999999999204
doreco_port1286_2017_06_30_Jaklin.wav,it,146,bui,79.424,79.524,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,147,di,79.624,79.724,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,148,bui,79.784,80.144,0.35999999999999943
doreco_port1286_2017_06_30_Jaklin.wav,it,149,di,81.165,81.225,0.05999999999998806
doreco_port1286_2017_06_30_Jaklin.wav,it,150,bui,81.245,81.325,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,151,di,81.345,81.385,0.04000000000000625
doreco_port1286_2017_06_30_Jaklin.wav,it,152,bui,81.405,81.485,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,153,bui,81.505,81.625,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,154,di,81.645,81.685,0.04000000000000625
doreco_port1286_2017_06_30_Jaklin.wav,it,155,bui,81.745,81.845,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,156,di,81.905,81.945,0.03999999999999204
doreco_port1286_2017_06_30_Jaklin.wav,it,157,bui,82.005,82.125,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,158,bui,82.225,82.345,0.12000000000000455
doreco_port1286_2017_06_30_Jaklin.wav,it,159,bui,82.365,82.465,0.10000000000000853
doreco_port1286_2017_06_30_Jaklin.wav,it,160,l'invietà,82.786,83.086,0.29999999999999716
doreco_port1286_2017_06_30_Jaklin.wav,it,161,non,83.106,83.166,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,162,l'invietà,83.186,83.406,0.21999999999999886
doreco_port1286_2017_06_30_Jaklin.wav,it,163,non,83.426,83.487,0.06099999999999284
doreco_port1286_2017_06_30_Jaklin.wav,it,164,l'invietà,83.507,83.747,0.23999999999999488
doreco_port1286_2017_06_30_Jaklin.wav,it,165,non,83.767,83.827,0.060000000000002274
doreco_port1286_2017_06_30_Jaklin.wav,it,166,l'invietà,83.847,84.067,0.21999999999999886
doreco_port1286_2017_06_30_Jaklin.wav,it,167,non,84.087,84.167,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,168,l'invietà,84.207,84.867,0.6600000000000108
doreco_port1286_2017_06_30_Jaklin.wav,it,169,non,84.888,84.988,0.09999999999999432
doreco_port1286_2017_06_30_Jaklin.wav,it,170,l'invietà,85.008,85.408,0.4000000000000057
doreco_port1286_2017_06_30_Jaklin.wav,it,171,non,85.548,85.688,0.14000000000000057
doreco_port1286_2017_06_30_Jaklin.wav,it,172,l'invietà,85.708,86.008,0.29999999999999716
doreco_port1286_2017_06_30_Jaklin.wav,it,173,non,86.068,86.309,0.24099999999999966
doreco_port1286_2017_06_30_Jaklin.wav,it,174,l'invietà,86.389,88.01,1.6210000000000093
doreco_port1286_2017_06_30_Jaklin.wav,it,175,non,88.05,88.13,0.0799999999999983
doreco_port1286_2017_06_30_Jaklin.wav,it,176,l'invietà,88.17,88.53,0.35999999999999943
doreco_port1286_2017_06_30_Jaklin.wav,it,177,non,88.55,88.85,0.29999999999999716
doreco_port1286_2017_06_30_Jaklin.wav,it,178,l'invietà,89.01,89.451,0.4409999999999883
doreco_port1286_2017_06_30_Jaklin.wav,it,179,non,89.491,89.911,0.4200000000000017
