file,language,index,label,syllable_index,word_index,start,end,mid,duration_s,mean_f0_hz,mean_intensity_db,voiced_frames,f1_hz,f2_hz,f3_hz
doreco_port1286_2017_06_30_Jaklin.wav,it,1,s,1,1,0.031,1.0611666666666666,0.5460833333333333,1.0301666666666667,493.14540040966455,60.49369141476868,1,628.3882085178625,1636.3600490111044,2607.918724437233
doreco_port1286_2017_06_30_Jaklin.wav,it,2,o,1,1,1.0611666666666666,2.0913333333333335,1.57625,1.030166666666667,,58.528529828889816,0,563.9211881999776,2279.9805464949163,2413.022048946493
doreco_port1286_2017_06_30_Jaklin.wav,it,3,kː,2,1,2.0913333333333335,3.1215,2.606416666666667,1.0301666666666667,,56.764307985644265,0,720.2968441530666,1948.1115745430648,2961.6469825491795
doreco_port1286_2017_06_30_Jaklin.wav,it,4,i,2,1,3.1215,4.151666666666667,3.6365833333333337,1.0301666666666671,,57.10438432681413,0,633.0588905609968,2205.7953756112624,2742.527848614949
doreco_port1286_2017_06_30_Jaklin.wav,it,5,n,3,1,4.151666666666667,5.1818333333333335,4.66675,1.0301666666666662,181.35057283014476,61.23651324645539,3,897.3098782124795,2550.0100352115733,3127.396618611276
doreco_port1286_2017_06_30_Jaklin.wav,it,6,ɪ,3,1,5.1818333333333335,6.212,5.696916666666667,1.0301666666666662,200.42790803696178,68.33027133650953,9,474.9258917185238,1711.0240530549358,2794.1550047942796
doreco_port1286_2017_06_30_Jaklin.wav,it,7,aː,4,2,6.652,6.732,6.692,0.08000000000000007,,59.48574809450527,0,725.5066781753536,1872.259418518625,3079.0527740102784
doreco_port1286_2017_06_30_Jaklin.wav,it,8,t,5,3,6.952,7.002,6.977,0.04999999999999982,,61.58321822179755,0,1266.7939212926121,1971.5461718296447,3124.9437313643402
doreco_port1286_2017_06_30_Jaklin.wav,it,9,e,5,3,7.002,7.052,7.026999999999999,0.04999999999999982,,63.82583676208005,0,367.10645210850953,1654.649983505097,2718.638321570692
doreco_port1286_2017_06_30_Jaklin.wav,it,10,k,6,4,7.172,7.238666666666666,7.205333333333333,0.06666666666666643,187.6968125788523,65.64717011336356,7,440.97308734771354,1196.2773013194721,2737.815895057575
doreco_port1286_2017_06_30_Jaklin.wav,it,11,o,6,4,7.238666666666666,7.3053333333333335,7.272,0.06666666666666732,181.19582918790263,72.75329694018917,10,535.8431267180421,1134.757224047379,2941.4864215681714
doreco_port1286_2017_06_30_Jaklin.wav,it,12,n,6,4,7.3053333333333335,7.372,7.338666666666667,0.06666666666666643,178.98004237580858,68.44311848097115,10,395.1656209488865,1352.6701550099608,2868.3656186800968
doreco_port1286_2017_06_30_Jaklin.wav,it,13,n,7,5,7.472,7.596,7.534000000000001,0.12399999999999967,169.59207757346024,67.4082769304344,10,1040.3054425602638,1751.9766790891736,3397.859154589479
doreco_port1286_2017_06_30_Jaklin.wav,it,14,a,7,5,7.596,7.720000000000001,7.658,0.12400000000000055,169.36547101867507,62.95746327793673,8,664.4480110448771,1731.6551343739789,2693.1025364664397
