file,language,index,label,syllable_index,word_index,start,end,mid,duration_s,mean_f0_hz,mean_intensity_db,voiced_frames,f1_hz,f2_hz,f3_hz
doreco_port1286_2017_06_30_Jaklin.wav,es,1,s,1,1,0.051,0.9045,0.47775,0.8534999999999999,486.1669847476937,60.29197139828693,1,1019.9529182148553,1848.2952160207901,2884.97679702522
doreco_port1286_2017_06_30_Jaklin.wav,es,2,o,1,1,0.9045,1.7579999999999998,1.3312499999999998,0.8534999999999998,,59.465232542258136,0,859.1856042726075,2171.182804983613,3187.7306740829567
doreco_port1286_2017_06_30_Jaklin.wav,es,3,θ,2,1,1.7579999999999998,2.6115,2.1847499999999997,0.8535000000000001,,57.149233076161316,0,703.8364602972289,2133.6292912357108,3254.5713886791345
doreco_port1286_2017_06_30_Jaklin.wav,es,4,i,2,1,2.6115,3.465,3.0382499999999997,0.8534999999999999,,57.072007929790644,0,807.6451356194693,2128.771349687426,2991.2657515967476
doreco_port1286_2017_06_30_Jaklin.wav,es,5,n,3,1,3.465,4.3185,3.89175,0.8535000000000004,,56.71202063441505,0,721.7307724975714,1686.2531414686628,2699.533797803303
doreco_port1286_2017_06_30_Jaklin.wav,es,6,e,3,1,4.3185,5.172,4.74525,0.8534999999999995,181.5322235699039,62.42499558564979,3,837.677553969519,2018.2175979074589,3208.078097215071
doreco_port1286_2017_06_30_Jaklin.wav,es,7,a,4,2,5.372,5.432,5.402,0.0600000000000005,235.7451264645214,75.12665979282569,10,488.0696550715878,1976.5403782346752,2829.8016899637955
doreco_port1286_2017_06_30_Jaklin.wav,es,8,t,5,3,5.812,5.982,5.897,0.16999999999999993,189.8145108423747,71.80239364884268,10,470.9533212383962,1462.9901608977164,2909.7061138948106
doreco_port1286_2017_06_30_Jaklin.wav,es,9,u,5,3,5.982,6.152,6.067,0.16999999999999993,176.0742544460519,70.23977703937169,9,538.6027324418735,1911.2973205391525,2663.6850527077167
doreco_port1286_2017_06_30_Jaklin.wav,es,10,k,6,4,7.192,7.307,7.2495,0.11500000000000021,184.0588887181721,70.77318325644382,10,505.28945213374755,1095.9893554806997,2861.1008162628164
doreco_port1286_2017_06_30_Jaklin.wav,es,11,o,6,4,7.307,7.422,7.3645,0.11499999999999932,177.9204167547812,68.01453907064038,10,519.5825429188492,1585.3237435364472,2815.044901147302
doreco_port1286_2017_06_30_Jaklin.wav,es,12,n,6,4,7.422,7.537,7.4795,0.11500000000000021,171.2996643294168,66.81267028630919,10,470.3834801032783,1586.6716276162965,2833.88272667553
